household_id,district,province,urbanization_level,members_in_house,roofless_persons,roof_persons,income_lkr,computers_owned,dialog_subscriptions,slt_subscriptions,hutch_subscriptions,other_subscriptions,smartphone_count,electricity_available,has_4g_coverage,has_fiber_coverage,downlink_speed_mbps,uplink_speed_mbps,avg_monthly_broadband_bill_lkr,dialog_sentiment,slt_sentiment,hutch_sentiment,overall_bb_satisfaction_score,digital_literacy_score,ecommerce_usage_score,starlink_awareness,starlink_sentiment_score,starlink_prob_proxy,starlink_proxy_adoption
HH0008739,Colombo,Western,Urban,3,0,3,225586.03,0,2,0,2,0,1,1,0,1,20.1,9.0,5247.41,0.076,0.151,-0.016,0.07,0.92,0.46,1,0.565,0.6647,Yes
HH0008740,Batticaloa,Eastern,Rural,4,0,4,143104.85,1,3,0,1,0,2,1,1,1,15.8,5.4,2700.45,0.248,-0.029,-0.129,0.03,0.68,0.04,1,0.192,0.0859,No
HH0008741,Batticaloa,Eastern,Rural,3,0,3,93298.27,0,2,2,0,0,2,1,1,1,14.9,6.6,2468.18,0.248,-0.029,-0.129,0.03,0.73,0.15,0,0.192,0.0141,No
HH0008742,Galle,Southern,Semi-Urban,4,0,4,141717.19,1,6,2,0,1,3,1,1,0,22.2,4.4,3340.68,0.033,-0.026,-0.139,-0.044,0.8,0.17,0,0.346,0.1366,No
HH0008743,Galle,Southern,Semi-Urban,2,0,2,164379.06,0,4,0,0,0,2,1,1,0,18.0,3.2,3042.45,0.033,-0.026,-0.139,-0.044,0.88,0.35,0,0.346,0.0968,No
HH0008744,Colombo,Western,Urban,2,0,2,285752.18,0,2,1,1,1,1,1,1,1,15.7,8.4,5437.98,0.076,0.151,-0.016,0.07,0.83,0.54,0,0.565,0.4165,No
HH0008745,Hambantota,Southern,Rural,2,0,2,163819.04,0,2,1,0,0,1,1,1,0,12.7,5.5,1465.67,0.166,-0.112,0.131,0.062,0.58,0.11,0,0.435,0.0001,No
HH0008746,Hambantota,Southern,Rural,5,0,5,162860.36,0,8,6,2,0,8,1,1,0,14.8,3.5,1830.47,0.166,-0.112,0.131,0.062,0.62,0.25,1,0.435,0.0058,No
HH0008747,Gampaha,Western,Urban,1,0,1,277602.67,0,0,1,0,1,2,1,1,1,30.4,11.5,4766.84,0.287,0.311,0.328,0.309,0.76,0.46,1,0.327,0.3602,No
HH0008748,Colombo,Western,Urban,5,0,5,298785.91,0,2,3,1,0,3,1,1,1,25.8,10.6,3350.64,0.076,0.151,-0.016,0.07,0.72,0.39,0,0.565,0.0444,No
HH0008749,Gampaha,Western,Urban,5,0,5,136493.9,0,3,1,2,1,7,1,1,0,25.0,9.4,4948.82,0.287,0.311,0.328,0.309,0.77,0.44,0,0.327,0.3529,No
HH0008750,Colombo,Western,Urban,3,0,3,268098.19,0,3,1,1,0,1,1,0,1,27.6,7.5,4844.91,0.076,0.151,-0.016,0.07,0.87,0.66,1,0.565,0.5268,Yes
HH0008751,Ampara,Eastern,Rural,2,0,2,166732.22,0,4,0,0,0,3,1,1,0,21.4,4.5,1838.21,0.259,0.17,-0.182,0.082,0.62,0.19,0,0.229,0.0015,No
HH0008752,Gampaha,Western,Urban,4,0,4,236884.48,1,2,1,2,0,3,1,1,1,24.5,11.3,5192.6,0.287,0.311,0.328,0.309,0.92,0.37,1,0.327,0.5237,Yes
HH0008753,Kalutara,Western,Semi-Urban,2,0,2,95372.7,0,4,2,0,0,0,1,1,0,25.0,9.8,2993.24,0.024,0.114,0.232,0.123,0.65,0.24,0,0.097,0.0421,No
HH0008754,Gampaha,Western,Urban,4,0,4,320446.62,0,1,3,1,0,1,1,1,1,13.7,11.9,5529.75,0.287,0.311,0.328,0.309,0.84,0.47,1,0.327,0.639,Yes
HH0008755,Ratnapura,Sabaragamuwa,Rural,4,0,4,97354.47,1,5,0,1,0,4,1,1,1,15.2,7.9,1922.8,-0.001,-0.143,0.386,0.081,0.74,0.28,0,0.176,0.0013,No
HH0008756,Badulla,Uva,Rural,3,0,3,185302.07,0,3,3,1,0,1,1,0,1,19.5,5.5,2806.29,0.096,0.056,-0.215,-0.021,0.54,0.22,1,0.285,0.0983,No
HH0008757,Kalutara,Western,Semi-Urban,3,0,3,253396.18,0,2,0,0,0,2,1,1,0,22.1,6.8,2950.32,0.024,0.114,0.232,0.123,0.72,0.23,1,0.097,0.1429,No
HH0008758,Kandy,Central,Semi-Urban,2,0,2,107733.16,0,1,0,3,0,0,1,1,0,20.6,6.2,2775.12,-0.018,0.197,-0.178,0.0,0.59,0.1,0,0.028,0.0337,No
HH0008759,Gampaha,Western,Urban,2,0,2,157983.71,0,1,0,0,0,1,1,1,0,25.0,7.9,4939.37,0.287,0.311,0.328,0.309,0.79,0.63,0,0.327,0.36,No
HH0008760,Matara,Southern,Semi-Urban,5,0,5,146762.42,0,4,1,0,0,1,1,1,0,15.1,6.7,4395.1,-0.062,-0.083,-0.003,-0.049,0.81,0.27,0,-0.099,0.4623,No
HH0008761,Colombo,Western,Urban,3,0,3,327883.37,0,4,2,1,0,2,1,1,1,22.4,10.8,5492.15,0.076,0.151,-0.016,0.07,0.73,0.61,0,0.565,0.3591,No
HH0008762,Kurunegala,North-western,Rural,3,0,3,169362.38,0,6,1,2,0,6,1,1,0,13.0,4.9,2102.09,-0.057,0.221,-0.314,-0.05,0.57,0.1,0,0.281,0.0091,No
HH0008763,Hambantota,Southern,Rural,4,0,4,234563.36,1,8,0,0,0,1,1,1,0,12.3,4.2,2502.12,0.166,-0.112,0.131,0.062,0.59,0.23,0,0.435,0.0363,No
HH0008764,Monaragala,Uva,Rural,2,0,2,98301.15,0,4,1,1,0,0,1,1,0,9.5,4.9,2317.57,-0.059,0.046,0.226,0.071,0.65,0.23,1,0.309,0.0643,No
HH0008765,Gampaha,Western,Urban,4,0,4,133622.49,0,4,1,2,0,6,1,1,0,25.0,8.6,4276.98,0.287,0.311,0.328,0.309,0.79,0.48,0,0.327,0.2255,No
HH0008766,Anuradhapura,North-central,Rural,2,0,2,134993.21,1,2,0,0,0,1,1,1,0,15.7,4.5,1891.18,-0.166,-0.084,0.269,0.006,0.5,0.11,0,-0.263,0.0024,No
HH0008767,Anuradhapura,North-central,Rural,2,0,2,140468.18,2,2,1,0,0,4,1,0,0,11.0,4.2,2901.71,-0.166,-0.084,0.269,0.006,0.63,0.0,0,-0.263,0.1173,No
HH0008768,Gampaha,Western,Urban,3,0,3,200529.94,0,2,2,0,0,3,1,1,1,24.4,11.8,5030.66,0.287,0.311,0.328,0.309,0.76,0.34,1,0.327,0.4489,No
HH0008769,Nuwara Eliya,Central,Rural,4,0,4,27948.98,0,2,3,3,0,1,1,1,0,22.1,8.8,3658.5,0.196,0.013,-0.27,-0.02,0.58,0.12,1,0.303,0.4955,No
HH0008770,Gampaha,Western,Urban,2,0,2,310642.68,0,3,0,1,0,1,1,1,1,30.1,9.3,5092.51,0.287,0.311,0.328,0.309,0.82,0.46,0,0.327,0.1929,No
HH0008771,Kalutara,Western,Semi-Urban,5,0,5,134843.72,0,6,4,2,2,4,1,1,0,25.0,8.8,2748.64,0.024,0.114,0.232,0.123,0.57,0.27,1,0.097,0.0709,No
HH0008772,Kalutara,Western,Semi-Urban,4,0,4,233526.03,0,8,1,3,0,1,1,1,0,25.0,5.4,2922.56,0.024,0.114,0.232,0.123,0.57,0.28,0,0.097,0.0357,No
HH0008773,Kilinochchi,Northern,Rural,4,0,4,122122.31,0,3,2,2,0,2,1,1,0,21.5,5.6,2804.85,0.23,0.157,-0.148,0.08,0.54,0.33,0,0.028,0.0578,No
HH0008774,Galle,Southern,Semi-Urban,5,0,5,193350.25,0,3,2,1,0,5,1,1,0,19.8,6.1,3317.59,0.033,-0.026,-0.139,-0.044,0.76,0.16,0,0.346,0.1379,No
HH0008775,Ratnapura,Sabaragamuwa,Rural,4,0,4,133165.99,0,4,1,1,1,5,1,1,0,21.3,4.1,3103.43,-0.001,-0.143,0.386,0.081,0.71,0.35,0,0.176,0.1294,No
HH0008776,Gampaha,Western,Urban,3,0,3,237860.73,0,2,0,0,0,2,1,1,1,41.0,10.7,6326.7,0.287,0.311,0.328,0.309,0.89,0.49,0,0.327,0.2909,No
HH0008777,Kegalle,Sabaragamuwa,Rural,4,0,4,168933.5,1,6,1,1,0,1,1,1,1,20.8,3.9,2457.37,-0.025,0.034,-0.226,-0.072,0.62,0.14,1,-0.101,0.0423,No
HH0008778,Kalutara,Western,Semi-Urban,1,0,1,85522.22,0,2,1,1,1,1,1,0,0,23.1,6.4,2033.24,0.024,0.114,0.232,0.123,0.59,0.22,0,0.097,0.0017,No
HH0008779,Puttalam,North-western,Rural,2,0,2,261319.31,0,2,0,1,0,0,1,1,0,23.0,6.1,2394.43,0.219,-0.003,-0.27,-0.018,0.59,0.06,0,0.544,0.0218,No
HH0008780,Kandy,Central,Semi-Urban,4,0,4,227009.93,0,4,2,2,1,3,1,1,0,20.9,8.6,2737.91,-0.018,0.197,-0.178,0.0,0.76,0.19,0,0.028,0.0376,No
HH0008781,Gampaha,Western,Urban,5,0,5,103789.07,1,4,1,1,0,10,1,1,1,23.8,7.6,4733.51,0.287,0.311,0.328,0.309,0.91,0.32,0,0.327,0.1761,No
HH0008782,Badulla,Uva,Rural,6,0,6,110051.86,1,10,3,2,0,6,1,1,1,22.3,5.1,2355.98,0.096,0.056,-0.215,-0.021,0.41,0.12,0,0.285,0.0063,No
HH0008783,Kandy,Central,Semi-Urban,6,0,6,176248.07,0,9,9,0,0,5,1,1,1,27.3,6.7,2802.6,-0.018,0.197,-0.178,0.0,0.59,0.15,0,0.028,0.0129,No
HH0008784,Trincomalee,Eastern,Rural,6,0,6,57999.29,0,8,2,1,0,5,1,1,0,13.7,5.0,2763.62,-0.027,0.101,-0.064,0.003,0.54,0.24,1,0.2,0.1903,No
HH0008785,Vavuniya,Northern,Rural,4,0,4,102607.26,0,5,0,0,1,6,1,1,0,15.8,4.3,1805.99,-0.184,0.025,-0.074,-0.078,0.43,0.15,1,0.303,0.005,No
HH0008786,Matara,Southern,Semi-Urban,3,0,3,137286.53,0,5,2,1,1,1,1,1,1,19.9,5.7,3259.19,-0.062,-0.083,-0.003,-0.049,0.69,0.12,0,-0.099,0.0505,No
HH0008787,Hambantota,Southern,Rural,2,0,2,133546.55,0,3,0,0,0,3,1,1,0,17.5,2.9,2466.03,0.166,-0.112,0.131,0.062,0.69,0.04,0,0.435,0.0297,No
HH0008788,Kurunegala,North-western,Rural,2,0,2,134743.49,0,2,0,1,0,0,1,0,0,8.0,5.3,2122.72,-0.057,0.221,-0.314,-0.05,0.61,0.25,0,0.281,0.0117,No
HH0008789,Colombo,Western,Urban,7,0,7,573664.54,0,3,5,0,2,5,1,1,1,15.8,11.5,4549.37,0.076,0.151,-0.016,0.07,0.94,0.47,1,0.565,0.5637,Yes
HH0008790,Kurunegala,North-western,Rural,4,0,4,66373.23,0,1,3,0,0,5,1,1,0,12.3,4.8,1826.8,-0.057,0.221,-0.314,-0.05,0.57,0.0,0,0.281,0.0019,No
HH0008791,Monaragala,Uva,Rural,2,0,2,104930.45,0,2,1,0,0,1,1,1,0,19.1,4.6,2234.56,-0.059,0.046,0.226,0.071,0.64,0.05,0,0.309,0.0112,No
HH0008792,Colombo,Western,Urban,5,0,5,301330.16,1,7,2,2,0,1,1,1,0,24.1,12.3,4180.03,0.076,0.151,-0.016,0.07,0.76,0.48,1,0.565,0.5814,Yes
HH0008793,Gampaha,Western,Urban,2,0,2,166287.52,1,0,2,0,1,0,1,1,1,28.2,10.0,3661.43,0.287,0.311,0.328,0.309,0.8,0.36,0,0.327,0.0474,No
HH0008794,Kurunegala,North-western,Rural,4,0,4,155007.74,0,4,2,1,0,5,1,1,0,13.2,4.3,2881.92,-0.057,0.221,-0.314,-0.05,0.6,0.11,0,0.281,0.1141,No
HH0008795,Galle,Southern,Semi-Urban,4,0,4,172700.59,0,6,1,1,1,4,1,0,0,19.7,3.3,2662.1,0.033,-0.026,-0.139,-0.044,0.64,0.37,0,0.346,0.03,No
HH0008796,Nuwara Eliya,Central,Rural,6,0,6,102026.29,1,6,2,1,0,8,1,1,0,17.1,6.8,2959.58,0.196,0.013,-0.27,-0.02,0.49,0.32,0,0.303,0.1021,No
HH0008797,Gampaha,Western,Urban,2,0,2,196731.96,0,1,1,0,0,0,1,1,1,32.1,12.0,4706.13,0.287,0.311,0.328,0.309,0.76,0.33,1,0.327,0.3321,No
HH0008798,Hambantota,Southern,Rural,2,0,2,176294.35,0,0,0,0,0,0,1,1,0,15.7,5.2,2262.54,0.166,-0.112,0.131,0.062,0.56,0.17,0,0.435,0.0135,No
HH0008799,Gampaha,Western,Urban,2,0,2,158094.78,1,1,0,1,0,1,1,1,0,25.0,9.3,4243.69,0.287,0.311,0.328,0.309,0.63,0.38,1,0.327,0.4457,No
HH0008800,Matara,Southern,Semi-Urban,4,0,4,126826.79,1,3,2,2,0,4,1,1,1,18.5,5.6,3529.76,-0.062,-0.083,-0.003,-0.049,0.68,0.22,0,-0.099,0.0803,No
HH0008801,Puttalam,North-western,Rural,6,0,6,139594.68,1,4,4,0,1,4,1,1,0,16.2,3.7,1769.27,0.219,-0.003,-0.27,-0.018,0.54,0.06,1,0.544,0.004,No
HH0008802,Kalutara,Western,Semi-Urban,3,0,3,217490.25,0,5,2,0,0,2,1,1,0,23.9,8.5,1530.99,0.024,0.114,0.232,0.123,0.66,0.26,0,0.097,0.0001,No
HH0008803,Matara,Southern,Semi-Urban,4,0,4,95744.92,0,6,3,1,0,3,1,1,0,19.4,6.5,2453.72,-0.062,-0.083,-0.003,-0.049,0.72,0.24,0,-0.099,0.0165,No
HH0008804,Kegalle,Sabaragamuwa,Rural,4,0,4,111905.86,1,5,2,1,0,1,1,1,0,10.7,4.0,2921.66,-0.025,0.034,-0.226,-0.072,0.73,0.2,0,-0.101,0.1496,No
HH0008805,Kurunegala,North-western,Rural,2,0,2,124698.21,1,2,0,0,0,3,1,1,0,18.6,5.2,2257.84,-0.057,0.221,-0.314,-0.05,0.67,0.05,0,0.281,0.0162,No
HH0008806,Polonnaruwa,North-central,Rural,7,0,7,177539.23,0,8,2,1,0,1,1,1,0,14.8,6.1,2533.1,-0.134,-0.014,-0.243,-0.13,0.66,0.31,0,0.203,0.0543,No
HH0008807,Galle,Southern,Semi-Urban,7,0,7,109012.89,0,9,2,4,0,6,1,1,0,19.4,3.3,3702.19,0.033,-0.026,-0.139,-0.044,0.71,0.16,0,0.346,0.2169,No
HH0008808,Puttalam,North-western,Rural,4,0,4,266773.8,0,5,2,0,1,2,1,1,0,17.0,4.5,2627.85,0.219,-0.003,-0.27,-0.018,0.64,0.23,1,0.544,0.165,No
HH0008809,Colombo,Western,Urban,4,0,4,249253.24,1,5,1,1,1,2,0,1,0,9.9,10.5,5520.84,0.076,0.151,-0.016,0.07,0.82,0.63,1,0.565,0.8777,Yes
HH0008810,Gampaha,Western,Urban,5,0,5,262457.9,1,3,3,1,0,3,1,1,1,34.6,8.9,4999.74,0.287,0.311,0.328,0.309,0.84,0.46,1,0.327,0.3975,No
HH0008811,Gampaha,Western,Urban,2,0,2,157332.93,0,3,1,0,0,4,1,1,1,29.9,10.1,4521.38,0.287,0.311,0.328,0.309,0.84,0.23,0,0.327,0.1247,No
HH0008812,Nuwara Eliya,Central,Rural,1,0,1,100766.9,0,0,0,0,0,0,1,1,0,25.0,8.3,2461.18,0.196,0.013,-0.27,-0.02,0.57,0.13,1,0.303,0.0746,No
HH0008813,Badulla,Uva,Rural,3,0,3,119367.84,0,4,1,0,0,2,1,1,1,13.9,5.1,2839.75,0.096,0.056,-0.215,-0.021,0.55,0.25,0,0.285,0.0391,No
HH0008814,Kandy,Central,Semi-Urban,2,0,2,135423.04,0,2,0,0,0,1,1,1,1,21.2,8.2,2576.49,-0.018,0.197,-0.178,0.0,0.65,0.14,0,0.028,0.0085,No
HH0008815,Trincomalee,Eastern,Rural,8,0,8,132767.97,0,12,6,3,0,4,1,0,0,19.9,5.4,2721.41,-0.027,0.101,-0.064,0.003,0.59,0.22,0,0.2,0.0588,No
HH0008816,Kurunegala,North-western,Rural,6,0,6,141139.89,0,4,1,2,1,5,1,1,0,17.7,4.0,2846.77,-0.057,0.221,-0.314,-0.05,0.61,0.18,1,0.281,0.2582,No
HH0008817,Batticaloa,Eastern,Rural,1,0,1,104084.08,0,0,1,0,0,1,1,1,1,17.6,4.1,2682.68,0.248,-0.029,-0.129,0.03,0.74,0.08,0,0.192,0.0257,No
HH0008818,Matale,Central,Rural,2,0,2,141511.61,0,4,0,1,0,1,1,1,0,12.4,5.2,2730.63,0.043,-0.288,-0.093,-0.113,0.4,0.3,0,0.488,0.075,No
HH0008819,Mullaitivu,Northern,Rural,2,0,2,77218.75,0,4,0,0,0,1,0,1,0,8.6,5.1,2807.69,-0.205,-0.053,-0.209,-0.156,0.52,0.23,0,0.26,0.1114,No
HH0008820,Kandy,Central,Semi-Urban,2,0,2,132771.67,0,4,0,0,0,3,1,1,1,19.7,6.7,2654.52,-0.018,0.197,-0.178,0.0,0.63,0.46,0,0.028,0.0109,No
HH0008821,Colombo,Western,Urban,4,0,4,226370.49,1,6,4,0,0,3,1,1,0,25.0,7.6,3615.21,0.076,0.151,-0.016,0.07,0.91,0.35,1,0.565,0.4197,No
HH0008822,Kegalle,Sabaragamuwa,Rural,4,0,4,130135.89,0,2,3,0,0,3,1,1,0,14.6,5.8,2510.59,-0.025,0.034,-0.226,-0.072,0.64,0.17,0,-0.101,0.0443,No
HH0008823,Gampaha,Western,Urban,4,0,4,230399.66,0,2,0,2,1,4,1,1,1,32.6,7.6,3766.82,0.287,0.311,0.328,0.309,0.83,0.45,1,0.327,0.1531,No
HH0008824,Colombo,Western,Urban,4,0,4,362268.18,3,6,1,0,0,4,1,1,1,28.5,6.8,5424.44,0.076,0.151,-0.016,0.07,0.81,0.6,1,0.565,0.6194,Yes
HH0008825,Badulla,Uva,Rural,3,0,3,181092.38,0,1,3,0,0,4,1,1,0,21.6,5.7,1913.28,0.096,0.056,-0.215,-0.021,0.48,0.15,0,0.285,0.0024,No
HH0008826,Kandy,Central,Semi-Urban,3,0,3,77440.37,0,4,2,3,0,2,1,1,0,25.0,9.0,2456.58,-0.018,0.197,-0.178,0.0,0.59,0.21,1,0.028,0.036,No
HH0008827,Trincomalee,Eastern,Rural,4,0,4,126054.34,0,2,3,0,0,3,1,1,0,20.4,4.8,2689.6,-0.027,0.101,-0.064,0.003,0.42,0.34,0,0.2,0.0451,No
HH0008828,Kandy,Central,Semi-Urban,4,0,4,264629.81,0,2,4,1,0,4,1,1,0,18.9,9.5,2802.96,-0.018,0.197,-0.178,0.0,0.56,0.25,1,0.028,0.1187,No
HH0008829,Nuwara Eliya,Central,Rural,2,0,2,99640.25,0,1,0,0,0,2,1,1,0,23.8,5.8,1652.49,0.196,0.013,-0.27,-0.02,0.56,0.21,0,0.303,0.0004,No
HH0008830,Kalutara,Western,Semi-Urban,5,0,5,262243.51,0,7,4,1,0,3,1,1,1,18.6,8.7,2473.07,0.024,0.114,0.232,0.123,0.52,0.23,1,0.097,0.0158,No
HH0008831,Kandy,Central,Semi-Urban,7,0,7,192464.13,0,9,2,3,1,9,1,1,0,21.9,9.6,3241.45,-0.018,0.197,-0.178,0.0,0.64,0.29,0,0.028,0.0964,No
HH0008832,Galle,Southern,Semi-Urban,6,0,6,193246.34,0,5,3,1,0,4,1,1,0,14.3,4.6,3421.2,0.033,-0.026,-0.139,-0.044,0.75,0.34,1,0.346,0.4241,No
HH0008833,Kurunegala,North-western,Rural,3,0,3,74145.19,0,2,0,1,0,2,1,1,0,10.2,5.2,2673.02,-0.057,0.221,-0.314,-0.05,0.72,0.0,0,0.281,0.0772,No
HH0008834,Hambantota,Southern,Rural,3,0,3,174650.25,0,4,0,0,0,4,1,1,0,12.7,3.8,2797.8,0.166,-0.112,0.131,0.062,0.51,0.1,0,0.435,0.0741,No
HH0008835,Ratnapura,Sabaragamuwa,Rural,2,0,2,111813.58,0,2,0,0,0,1,1,1,0,15.5,3.6,2313.58,-0.001,-0.143,0.386,0.081,0.62,0.34,0,0.176,0.0163,No
HH0008836,Colombo,Western,Urban,3,0,3,260536.93,0,4,3,0,0,2,1,1,1,28.1,8.7,4935.33,0.076,0.151,-0.016,0.07,1.0,0.44,1,0.565,0.5742,Yes
HH0008837,Hambantota,Southern,Rural,6,0,6,96417.13,0,6,3,1,1,3,1,1,0,9.4,4.8,2430.65,0.166,-0.112,0.131,0.062,0.5,0.15,0,0.435,0.0265,No
HH0008838,Batticaloa,Eastern,Rural,1,0,1,95346.92,0,0,0,0,0,0,1,1,1,16.0,6.6,2462.53,0.248,-0.029,-0.129,0.03,0.53,0.13,1,0.192,0.0358,No
HH0008839,Ratnapura,Sabaragamuwa,Rural,6,0,6,144750.09,1,8,5,1,2,1,1,1,0,8.9,3.7,2231.23,-0.001,-0.143,0.386,0.081,0.64,0.27,1,0.176,0.0478,No
HH0008840,Colombo,Western,Urban,3,0,3,174987.06,1,2,0,4,0,3,1,0,1,25.1,10.9,4180.14,0.076,0.151,-0.016,0.07,0.73,0.43,0,0.565,0.1349,No
HH0008841,Mullaitivu,Northern,Rural,3,0,3,103319.83,0,2,2,0,0,3,0,1,0,17.8,5.8,2928.38,-0.205,-0.053,-0.209,-0.156,0.54,0.36,0,0.26,0.1228,No
HH0008842,Badulla,Uva,Rural,4,0,4,171353.17,2,2,1,1,0,3,1,1,0,17.5,4.3,2307.17,0.096,0.056,-0.215,-0.021,0.48,0.16,0,0.285,0.0163,No
HH0008843,Kalutara,Western,Semi-Urban,3,0,3,100918.56,0,3,1,0,0,1,1,1,0,18.9,8.1,2336.46,0.024,0.114,0.232,0.123,0.72,0.46,1,0.097,0.0267,No
HH0008844,Badulla,Uva,Rural,6,0,6,175488.49,1,3,1,1,0,2,1,1,0,19.1,5.3,2251.36,0.096,0.056,-0.215,-0.021,0.44,0.0,0,0.285,0.0121,No
HH0008845,Colombo,Western,Urban,4,0,4,346045.02,0,5,1,1,0,2,1,1,1,20.6,6.6,5934.92,0.076,0.151,-0.016,0.07,0.84,0.49,1,0.565,0.7429,Yes
HH0008846,Kurunegala,North-western,Rural,7,0,7,144279.03,2,9,5,0,1,6,1,1,0,14.0,3.3,2770.41,-0.057,0.221,-0.314,-0.05,0.57,0.12,0,0.281,0.0835,No
HH0008847,Ratnapura,Sabaragamuwa,Rural,4,0,4,112645.71,0,5,2,1,0,3,1,0,0,18.6,5.2,3011.89,-0.001,-0.143,0.386,0.081,0.58,0.0,0,0.176,0.1017,No
HH0008848,Trincomalee,Eastern,Rural,3,0,3,84169.48,0,4,1,2,1,3,1,1,0,20.2,3.1,2419.61,-0.027,0.101,-0.064,0.003,0.55,0.26,0,0.2,0.0217,No
HH0008849,Galle,Southern,Semi-Urban,5,0,5,169895.67,3,0,5,1,2,4,1,1,0,18.9,5.7,2734.23,0.033,-0.026,-0.139,-0.044,0.81,0.12,0,0.346,0.0439,No
HH0008850,Colombo,Western,Urban,3,0,3,214277.34,0,6,0,1,0,2,1,1,1,31.1,6.9,5238.89,0.076,0.151,-0.016,0.07,0.83,0.4,0,0.565,0.2845,No
HH0008851,Ratnapura,Sabaragamuwa,Rural,5,0,5,121712.38,0,1,4,2,0,2,1,1,0,17.7,3.5,2755.98,-0.001,-0.143,0.386,0.081,0.53,0.08,0,0.176,0.0563,No
HH0008852,Matara,Southern,Semi-Urban,5,0,5,171715.61,0,5,0,0,0,4,1,1,1,21.7,4.0,2860.79,-0.062,-0.083,-0.003,-0.049,0.58,0.35,0,-0.099,0.0188,No
HH0008853,Colombo,Western,Urban,4,0,4,258085.32,0,7,1,0,0,3,1,1,0,23.2,7.1,3892.94,0.076,0.151,-0.016,0.07,0.68,0.73,0,0.565,0.2165,No
HH0008854,Kurunegala,North-western,Rural,6,0,6,178683.73,0,12,0,2,0,7,1,1,0,12.9,4.5,2634.86,-0.057,0.221,-0.314,-0.05,0.57,0.09,0,0.281,0.0614,No
HH0008855,Matara,Southern,Semi-Urban,3,0,3,119805.29,0,3,0,0,0,5,1,1,0,18.9,5.4,3250.82,-0.062,-0.083,-0.003,-0.049,0.81,0.31,0,-0.099,0.1276,No
HH0008856,Gampaha,Western,Urban,5,0,5,190851.31,0,5,4,0,0,7,1,1,0,25.0,6.3,5341.72,0.287,0.311,0.328,0.309,0.8,0.51,1,0.327,0.7215,Yes
HH0008857,Gampaha,Western,Urban,5,0,5,199822.61,0,5,5,1,0,3,1,1,1,30.0,10.4,4499.0,0.287,0.311,0.328,0.309,0.95,0.48,0,0.327,0.1358,No
HH0008858,Colombo,Western,Urban,3,0,3,435665.43,1,4,0,0,1,4,1,1,0,25.0,8.6,4931.09,0.076,0.151,-0.016,0.07,0.93,0.43,0,0.565,0.5071,Yes
HH0008859,Mullaitivu,Northern,Rural,5,0,5,147433.28,0,7,3,2,0,3,0,1,0,20.7,3.4,1926.33,-0.205,-0.053,-0.209,-0.156,0.83,0.14,1,0.26,0.0154,No
HH0008860,Ampara,Eastern,Rural,5,0,5,141822.44,0,6,1,3,1,2,1,1,0,13.2,3.9,3003.16,0.259,0.17,-0.182,0.082,0.57,0.15,0,0.229,0.1155,No
HH0008861,Hambantota,Southern,Rural,2,0,2,151147.66,0,3,1,0,0,2,1,1,0,11.1,5.0,2016.41,0.166,-0.112,0.131,0.062,0.61,0.19,0,0.435,0.0054,No
HH0008862,Anuradhapura,North-central,Rural,3,0,3,144292.6,0,2,0,0,0,4,1,1,0,19.0,4.3,2442.09,-0.166,-0.084,0.269,0.006,0.48,0.2,1,-0.263,0.0748,No
HH0008863,Badulla,Uva,Rural,6,0,6,183684.7,1,12,4,4,0,3,1,1,0,13.2,5.9,2586.45,0.096,0.056,-0.215,-0.021,0.53,0.11,1,0.285,0.1455,No
HH0008864,Ampara,Eastern,Rural,5,0,5,109390.07,0,1,5,0,0,3,1,1,0,11.9,5.3,2229.14,0.259,0.17,-0.182,0.082,0.55,0.11,0,0.229,0.0121,No
HH0008865,Colombo,Western,Urban,5,0,5,311544.98,4,5,2,0,1,5,1,1,0,23.0,8.0,5662.32,0.076,0.151,-0.016,0.07,0.88,0.55,1,0.565,0.8532,Yes
HH0008866,Kurunegala,North-western,Rural,2,0,2,77780.88,2,4,1,0,0,1,1,1,0,11.5,3.1,2312.56,-0.057,0.221,-0.314,-0.05,0.56,0.02,0,0.281,0.0207,No
HH0008867,Galle,Southern,Semi-Urban,2,0,2,201434.82,0,2,0,1,0,2,1,0,1,22.3,5.7,2723.2,0.033,-0.026,-0.139,-0.044,0.77,0.39,0,0.346,0.0157,No
HH0008868,Vavuniya,Northern,Rural,8,0,8,103478.62,0,8,4,3,1,3,1,1,1,18.8,5.2,2394.42,-0.184,0.025,-0.074,-0.078,0.37,0.24,0,0.303,0.0084,No
HH0008869,Trincomalee,Eastern,Rural,4,0,4,109990.77,0,4,0,2,0,4,1,1,0,20.6,4.5,2730.01,-0.027,0.101,-0.064,0.003,0.5,0.27,0,0.2,0.0536,No
HH0008870,Matale,Central,Rural,2,0,2,90047.14,0,2,0,0,0,3,1,1,0,16.8,6.1,2397.29,0.043,-0.288,-0.093,-0.113,0.52,0.3,0,0.488,0.0265,No
HH0008871,Ratnapura,Sabaragamuwa,Rural,6,0,6,104243.04,1,3,5,2,0,7,1,1,1,17.4,4.6,2418.63,-0.001,-0.143,0.386,0.081,0.6,0.13,0,0.176,0.009,No
HH0008872,Gampaha,Western,Urban,3,0,3,180215.58,0,0,1,1,0,4,1,1,0,25.0,9.8,5337.84,0.287,0.311,0.328,0.309,0.67,0.55,0,0.327,0.407,No
